Id,Address,Sold Price,Summary,Type,Year built,Heating,Cooling,Parking,Lot,Bedrooms,Bathrooms,Full bathrooms,Total interior livable area,Total spaces,Garage spaces,Region,Elementary School,Elementary School Score,Elementary School Distance,Middle School,Middle School Score,Middle School Distance,High School,High School Score,High School Distance,Flooring,Heating features,Cooling features,Appliances included,Laundry features,Parking features,Tax assessed value,Annual tax amount,Listed On,Listed Price,Last Sold On,Last Sold Price,City,Zip,State
18944,2495 Golf Links Cir,1320000.0,"Fall in love w/ this remodeled beauty located in Pruneridge Place overlooking gorgeous greenbelt & golf course views! Custom chefs kitchen has Cherrywood cabinets & soft-closing drawers w/ pull-out pantry & spice racks, stainless steel Samsung refrigerator, G.E built-in 5-burner gas stove w/ gourmet exhaust, double built-in oven, granite counters, porcelain tile floor & eat-in dining area overlooks courtyard. Gorgeous light-filled formal dining area joins living space w/ impressive vaulted ceiling, recessed lighting, built-in wet bar & gas fireplace. Brazilian engineered hardwood spans this rare single-level floorplan & leads to private quarters w/patios & built-in Valet Closets. Front bedrm has built-in workstation & convenient Murphy bed-perfect for home office or accommodating guests. Baths have stone shower enclosures, granite counters & modern fixtures. 2-car garage w/Xtra storage+Copper piping & A/C. Unlimited golf membership included in HOA. X'lnt Santa Clara utilities & schools",Townhouse,1979.0,"Fireplace, Central Forced Air - Gas",Central AC,"Garage, Garage - Attached, Covered",3781.0,"Ground Floor Bedroom, Master Bedroom on Ground Floor, Master Suite / Retreat, More than One Bedroom on Ground Floor, Walk-in Closet",2.0,2.0,1825.0,2.0,2.0,Santa Clara,Westwood Elementary School,7.0,0.3,Buchser Middle School,5.0,1.6,Santa Clara High School,6.0,1.4,"Tile, Hardwood, Carpet","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Refrigerator","In Garage, Tub / Sink, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",773414.0,9185.0,2020-06-24,1300000.0,2013-08-13,690000.0,Santa Clara,95053,CA
10308,265 11th St,1230000.0,"Stunning open concept living! Ocean views from living room and bedrooms.This custom-built home features a built in quality surround sound system, travertine stone tile floors, tray ceilings on main level and crown molding throughout.The living area features a seamless open concept floor plan.The kitchen has granite counter tops and custom cherry wood cabinets, a gas cook top and an electric oven and microwave/convection oven.The living room features ocean views and a gas fire place. The downstairs also has the convenience of a half bath.The bedrooms are upstairs and have vaulted ceilings and ceiling fans.The Private Master suite has a walk-in closet and a bathroom with a walk-in shower.The 2nd bedroom features two spacious closets.Both the master bath and hall bath have limestone tile and tub surround, cherry wood cabinets, limestone tile floors and vanity tops.Detached studio with vaulted ceiling & travertine tile floors offers endless possibilities.  Steps from the Ocean!

Living in Montara is so laid back. The sound of the ocean. Moon lite nights. Winter storms. Hot summer days.",SingleFamily,2011.0,Central Forced Air,Central,"Underground/Basement, Garage - Attached, Covered",5998.0,"Master Suite / Retreat, Walk-in Closet",3.0,2.0,1540.0,4.0,4.0,Montara,Farallone View Elementary School,4.0,0.6,,,,Half Moon Bay High School,6.0,6.9,"Laminate, Travertine","Forced air, Gas",Central,"Dishwasher, Refrigerator",In Garage,"Underground/Basement, Garage - Attached, Covered",849886.0,98.0,2020-03-16,1279000.0,2019-06-03,1305000.0,Montara,94037,CA
34267,951 Granville Ave APT 302,1290000.0,"Sophisticated designer condo in prime Brentwood. Inside you'll find a chic updated design & an open layout where hardwood floors, recessed lighting, entertainment center, California shutters, brass fixtures, crown molding, wainscoting walls, and designer Voutsa Italian wallpaper flow throughout the interior. The open kitchen seamlessly flows into the living room and dining room with its abundant counter space, custom cabinetry, quartz countertops, herringbone backsplash, brass knobs, Viking stainless steel appliances with 6-speed hood vent, and wine fridge is perfect for the cooking enthusiast and entertaining. The Master-suite with custom walk-in closet, a fabulously updated bathroom with glass shower, double vanity, and soaking tub. In-unit washer and dryer and built-in organization tools throughout the home. Unit comes with two secure underground parking spaces. HOA dues that include EQ insurance, water and trash. Located close to every convenience - shopping, dining and beaches.",Condo,2007.0,Central,Central Air,Garage - Attached,,3,3.0,3.0,1554.0,0.0,0.0,Los Angeles,Kenter Canyon Elementary School,9.0,1.9,Paul Revere Middle School,7.0,1.9,University Senior High School Charter,6.0,0.5,Wood,Central,Central Air,"Dishwasher, Disposal, Refrigerator, Dryer",,Garage - Attached,1273447.0,15454.0,2020-11-04,1290000.0,2016-10-25,1200000.0,Los Angeles,90073,CA
737,1438 Cottlestone Ct,1709000.0,"The homes of Cottlestone are designed with active Silicon Valley families in mind. Up to 3,862 square feet of living spaces is the perfect blend of style and function. Tuscan-inspired exteriors are embellished with accents of stone, tile, wrought iron and wood, providing uncommon curb appeal. Inside, large gathering places are balanced with cozy nooks and crannies?libraries, sitting rooms, balconies, dens, lofts and more. These are homes with plenty of character that can flex over the years right along with the needs of your family.",SingleFamily,2020.0,,,Covered,,4,4.0,3.0,3349.0,2.0,2.0,San Jose,James Franklin Smith Elementary School,8.0,1.3,Chaboya Middle School,8.0,3.0,Silver Creek High School,8.0,0.6,,,,,,Covered,983074.0,13271.0,2019-09-29,1778888.0,,,San Jose,95121,CA
8848,969 Branham Ln,770000.0,"3 bed 2.5 bath townhouse built in 1981 with 1,354 sq ft of living space with a cute back yard. Kitchen recently remodeled with shaker style white cabinets, granite countertops & stainless appliances. Large living room has a fire place, dining area & back yard access. Laminate flooring downstairs & carpet upstairs. Downstairs half bath with indoor laundry area. Upstairs are 3 good size bedrooms. The master bath has dual sinks & a walk in closet. 12 units in the community, this is an end unit with a green space beside it. 1 Car attached garage with an additional space outside your front door. Multiple guest parking spaces in community. Recent upgrades include lighting fixtures, electrical hardware, master plumbing fixtures, new AC unit & Furnace, water heater replaced, new backyard trellis. The community exterior was recently painted and HOA is a very manageable $315 a month.",Townhouse,1981.0,Central Forced Air,"Ceiling Fan, Central AC","Garage, Garage - Attached, Covered",1681.0,Walk-in Closet,3.0,2.0,1354.0,1.0,1.0,San Jose,Terrell Elementary School,3.0,0.3,John Muir Middle School,5.0,0.8,Gunderson High School,4.0,1.0,"Laminate, Carpet","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Covered",611572.0,7929.0,2020-03-04,745000.0,2016-01-20,565000.0,San Jose,95136,CA
39753,621 S Mansfield Ave,2800000.0,"A gorgeous New European, Modern Contemporary home on a quiet Cul-De-Sac near from cafes, restaurants, beautifully landscaped Area Park and LACMA. 3rd street school district.The home has a stunning open floor plan living room with fireplace, with beautiful imported white European tile floors. The Chefs kitchen is equipped with custom cabinetry for ample storage, 5 bedrooms & 6.5 baths, The master bedroom features a gas fireplace, a spa-inspired bath w/soaking tub, large walk-in closet, patio.  Professionally designed with luxury amenities & exquisite finish touches includes truly remarkable bathroom fixtures. Custom high end kitchen imported from Italy w/silence stone counter tops, S/S Thermadore appliances. Kitchen and family room are opens to amazing entertaining backyard w/infinity swimming pool & spa, outdoor shower, floating wooden deck & grassy yard., Attached two garage.",SingleFamily,2012.0,Central,Central Air,Garage - Two Door,6754.0,5,7.0,6.0,4031.0,0.0,0.0,Los Angeles,Third Street Elementary School,8.0,0.5,John Burroughs Middle School,7.0,0.3,Fairfax Senior High School,7.0,1.6,Wood,Central,Central Air,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,Garage - Two Door,2848734.0,34681.0,2020-09-11,3199999.0,2013-04-18,2530000.0,Los Angeles,90036,CA
40053,18566 Vista Dr,250001.0,Beautifully maintained 3 bedroom 2 bath home with 1458 square feet of luxury living space. Large eat-in kitchen with plenty of counter space and loads of cabinets. Spacious living room with wall to wall carpeting and plenty of natural light. large bedrooms and beautifully appointed bathrooms with shower over tub. Private deck off of backyard with neighborhood views Central air conditioning. two car attached garage. This stylish home is going to sell fast!,SingleFamily,2004.0,,,"Garage, Garage - Attached, Covered",7840.0,3,2.0,2.0,1458.0,2.0,2.0,Jamestown,Jamestown Elementary School,3.0,1.5,,,,Sonora High School,8.0,2.0,,,,,,"Garage, Garage - Attached, Covered",183750.0,2026.0,2020-08-02,255000.0,2003-12-03,184500.0,Jamestown,95327,CA
4923,20 Michael Ln,1550000.0,"Just Reduced $179000...First time on the market in 44 years. This adorable well maintained Millbrae house is waiting for your touches to make it your home. Featuring 3 bedrooms 2 baths, Living room, Formal dining room, a spacious kitchen and  corner lot it exudes comfort.  Hurry in before it's gone!",SingleFamily,1948.0,Central Forced Air,None,"Garage, Garage - Attached",5135.0,3,2.0,2.0,1480.0,0.0,0.0,Millbrae,Green Hills Elementary School,8.0,0.2,Taylor Middle School,6.0,0.3,Mills High School,9.0,0.9,"Tile, Hardwood, Carpet",Forced air,None,Dishwasher,,"Garage, Garage - Attached",156292.0,2052.0,2020-01-23,1788000.0,,,Millbrae,94030,CA
3863,2370 Carlton Ave,1630000.0,"2370 Carlton Ave, San Jose, CA 95124 is a single family home that contains 1,456 sq ft and was built in 1955. It contains 3 bedrooms and 2 bathrooms. This home last sold for $1,630,000 in February 2020. 
 
The Zestimate for this house is $1,741,963. The Rent Zestimate for this home is $3,700/mo.",SingleFamily,1955.0,Forced Air,Central AC,"Garage, Garage - Attached, Covered",8376.0,3,2.0,2.0,1456.0,2.0,2.0,San Jose,Carlton Elementary School,9.0,0.1,Union Middle School,9.0,0.7,Leigh High School,8.0,1.5,"Tile, Hardwood, Laminate","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Washer / Dryer,"Garage, Garage - Attached, Covered",701543.0,10597.0,2020-01-28,1298000.0,2002-12-06,530000.0,San Jose,95124,CA
27244,7310 Via Piedra,1000000.0,"Stunning location for this 3 bedroom, 2 bathroom remodeled condominium in the Villages Golf & Country Club. Wrap around views of the pond and fountain set this home apart from the rest! Extensively remodeled with wide plank hardwood flooring throughout. Kitchen with quartz counter tops, stainless steel appliances and updated cabinetry with pull out shelving and modern hardware. Updated baths with beautifully tiled stall showers and custom vanities with quartz counter tops. Other updates include new windows, upgraded light fixtures, recessed lighting, and automatic shades in living/dining room &  kitchen windows.  Oversized 2-car garage with tons of storage space and room for a golf cart. Full size driveway apron. 55+ community with golf, tennis, pickleball, pools, bocce ball and clubs for every interest. Friendly neighborhood on private cul-de-sac.",Condo,1984.0,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",,"Master Suite / Retreat, Walk-in Closet",2.0,2.0,1837.0,2.0,2.0,San Jose,Laurelwood Elementary School,6.0,2.1,Chaboya Middle School,8.0,1.6,Evergreen Valley High School,9.0,2.9,Hardwood,"Forced air, Gas",Central,"Dishwasher, Microwave","Inside, In Utility Room","Garage, Garage - Attached, Covered",717000.0,9556.0,2020-08-21,1025000.0,2017-03-17,760000.0,San Jose,95135,CA
9737,524 Emerald Ave,1775000.0,"What a gem! in White Oaks.Circa 1941 with formal liv.rm w/fireplace, formal DR, period style built-in shelving, coved ceiling and scalloped archway, beautiful oak parquet floors are all a tribute to the timeless nature of this home. Inner private courtyard surrounds you with beautiful heritage roses! Thoughtful layout takes full advantage of sunlight.Nice lg.rear yard.Double style car garage.",SingleFamily,1941.0,"Gas, Forced Air",Central AC,"Garage, Garage - Attached, Garage - Detached, Covered",5500.0,"More than One Bedroom on Ground Floor, Walk-in Closet",2.0,1.0,1450.0,1.0,1.0,San Carlos,White Oaks Elementary School,10.0,0.4,Central Middle School,9.0,1.0,Sequoia High School,6.0,1.2,"Tile, Hardwood","Baseboard, Other, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator","In Garage, Washer / Dryer","Garage, Garage - Attached, Garage - Detached, Covered",1456060.0,17843.0,2020-04-13,1725000.0,2014-05-15,1325000.0,San Carlos,94070,CA
4407,464 Greathouse Dr,1230000.0,"464 Greathouse Dr, Milpitas, CA 95035 is a single family home that contains 1,519 sq ft and was built in 1961. It contains 4 bedrooms and 3 bathrooms. This home last sold for $1,230,000 in March 2020. 
 
The Zestimate for this house is $1,313,505. The Rent Zestimate for this home is $3,475/mo.",SingleFamily,1961.0,"Gas, Forced Air",Central AC,"Garage, Garage - Attached, Covered",5505.0,4,3.0,3.0,1519.0,1.0,1.0,Milpitas,Joseph Weller Elementary School,7.0,0.2,Thomas Russell Middle School,9.0,0.3,Milpitas High School,9.0,0.5,Laminate,"Forced air, Gas",Central,,In Garage,"Garage, Garage - Attached, Covered",774745.0,9305.0,2020-01-24,1099900.0,2014-04-29,629000.0,Milpitas,95035,CA
11679,150 Barranca Ln #150,240000.0,"150 Barranca Ln #150, Moss Beach, CA 94038 is a mobile / manufactured home that contains 1,560 sq ft and was built in 1990. It contains 3 bedrooms and 3 bathrooms. This home last sold for $240,000 in June 2020. 
 
The Zestimate for this house is $377,104.",MobileManufactured,1990.0,"Central Forced Air, Gas",Ceiling Fan,"Carport, Covered",,Walk-in Closet,3.0,2.0,1560.0,2.0,2.0,Moss Beach,El Granada Elementary School,6.0,2.3,,,,Half Moon Bay High School,6.0,5.0,"Carpet, Vinyl / Linoleum","Forced air, Gas",None,"Dishwasher, Dryer, Range / Oven, Refrigerator, Washer",Washer / Dryer,"Carport, Covered",,,2020-03-23,279000.0,,,Moss Beach,94038,CA
16408,10 9th Ave,1450000.0,"Welcome to the Royal Oaks located in one of San Mateos most popular neighborhoods, Hayward Park. This light filled ground floor, end unit condo, is remodeled with luxury finishes and its own private wrap around yard, making it feel like a single family home. A large, eat-in kitchen featuring custom cabinets, Calcutta marble counters, stainless steel appliances, & built in desk. The spacious living room/dining room is open w/ a wet bar, wine refrigerator & gas fireplace. 2 large bedrooms including a master suite. 2 bathrooms remodeled w/designer tile and custom cabinets with Carrara marble counters. The yard has a Trex deck & wrap around patio, is accessible from nearly every room. Features: plantation shutters from San Francisco Shutter * in-unit washer/dryer * LED lighting * high ceilings * 2 car parking * storage unit * secure building. Walking distance to Central Park, downtown restaurants/shopping & Cal-Train. Close to 92, 101 & situated between Silicon Valley & San Francisco.",SingleFamily,1983.0,Central Forced Air,None,0 spaces,30492.0,2,2.0,2.0,1731.0,0.0,0.0,San Mateo,Sunnybrae Elementary School,3.0,0.5,Borel Middle School,6.0,0.6,Aragon High School,8.0,0.8,"Marble, Carpet, Stone",Forced air,None,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Washer / Dryer, Inside",,199300.0,3427.0,2020-06-09,1398000.0,2014-07-22,765000.0,San Mateo,94401,CA
27111,3544 Ocean View Ave,4500000.0,"This modern farmhouse masterpiece features ~4,500+ SQ FT of open concept living space featuring 5-bedrooms + dedicated office and 6.5-bathrooms which have been thoughtfully designed to showcase California's indoor-outdoor lifestyle. The gourmet Chefs kitchen w/ large preparation island is the focal point. It opens to a tranquil breakfast nook and living room with panoramic bi-fold doors that integrate the indoor and outdoor spaces, which features a covered patio with built-in BBQ, & sparkling pool and spa.  The lower level also boasts spacious formal living and dining open concept spaces with adjacent butler's pantry for entertaining and a bedroom w/ private en-suite bathroom and additional dedicated office. The second floor offers an expansive master suite featuring vaulted wooden 10-foot ceilings, luxurious appointments, and balcony. The spacious master bath with soaker tub and shower is perfect for two. A comfy oasis for work & play.",SingleFamily,1957.0,Central,Central Air,"Auto Driveway Gate, Garage - Two Door",9590.0,5,7.0,6.0,4900.0,0.0,0.0,Los Angeles,Mar Vista Elementary School,8.0,0.4,Daniel Webster Middle School,3.0,1.2,Venice Senior High School,6.0,0.9,"Laminate, Tile",Central,Central Air,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator","Laundry Room, Upper Level","Auto Driveway Gate, Garage - Two Door",3654000.0,44361.0,2020-02-28,4695000.0,2018-10-17,2100000.0,Los Angeles,90066,CA
8508,5950 Canterbury Dr APT C112,650000.0,"This stunning condominium has been completely renovated. Enjoy the tranquility of a free standing unit- NO common side walls! The oversized patio is surrounded by lush greenery. Open concept style kitchen has been reconfigured and features a custom built island with storage & gorgeous 10 foot stone slab & porcelain tiled marble looking floors. New stainless steel: appliances, chrome sink/fixtures & subway tile adorns accent wall & backslash. The living area offers porcelain tiled floors resembling wood, recessed lighting, smooth ceilings and new windows throughout. The bathrooms offer hexegon & tiled floors in the showers, seamless doors and designer fixtures. The master suite offers new vanity with duel sinks, custom walk in closet & plush carpet. Tandem parking with 220 volt electric charging.",Condo,1971.0,"Electric, Wall Furnace",None,"Assigned, Tandem",,2,2.0,2.0,1029.0,0.0,0.0,Culver City,El Rincon Elementary School,8.0,0.9,Culver City Middle School,7.0,1.8,Culver City High School,8.0,1.9,Carpet,"Electric, Wall Furnace",None,"Dishwasher, Disposal",Community,"Assigned, Tandem",487093.0,5959.0,2020-02-03,629000.0,2015-08-07,450000.0,Culver City,90230,CA
14868,546 Marble Arch Ave,720000.0,"Walking into this stunning condo on the hill, you're greeted by a light filled and spacious living, dining, kitchen combo that has newer flooring, paint and bright large windows all around, and a patio right off the dining space both peaceful and useful. The kitchen has ample space and cabinetry as well as new stainless appliances and a large stainless sink. Additionally on this main floor you have a half bath powder room for your guests Upstairs, youll find two large master suites equipped with their own luxurious bathrooms and soaring ceilings as well as fresh rich hardwood flooring. Location: Right in the middle of Comm Hill, locally renowned for its grand staircase, not to mention the property is only 4 miles from DT San Jose and proposed Google  Village - It is also close to 87, 85, 101, 280 as well as the light rail and cal train, all excellent for transportation to all of the tech giants for which Silicon Valley is famous.",Condo,2000.0,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",,2,3.0,2.0,1057.0,2.0,2.0,San Jose,"Shirakawa (George, Sr.) Elementary School",5.0,2.2,,,,Andrew P. Hill High School,4.0,1.9,"Tile, Hardwood","Forced air, Gas",Central,"Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",Washer / Dryer,"Garage, Garage - Attached, Covered",592653.0,8809.0,2020-06-05,720000.0,2004-11-12,465000.0,San Jose,95136,CA
